"Date","M1478AUSM027NNBR"
1919-01-01,10.06
1919-02-01,9.92
1919-03-01,10.12
1919-04-01,10.14
1919-05-01,10.45
1919-06-01,10.4
1919-07-01,10.61
1919-08-01,10.81
1919-09-01,10.99
1919-10-01,11.15
1919-11-01,11.34
1919-12-01,11.25
1920-01-01,11.58
1920-02-01,11.49
1920-03-01,11.6
1920-04-01,11.55
1920-05-01,11.51
1920-06-01,11.5
1920-07-01,11.47
1920-08-01,11.3
1920-09-01,11.29
1920-10-01,11.27
1920-11-01,11.03
1920-12-01,10.83
1921-01-01,10.82
1921-02-01,10.59
1921-03-01,10.41
1921-04-01,10.21
1921-05-01,10.2
1921-06-01,10.19
1921-07-01,10.04
1921-08-01,9.93
1921-09-01,9.96
1921-10-01,10.11
1921-11-01,10.22
1921-12-01,10.25
1922-01-01,10.37
1922-02-01,10.28
1922-03-01,10.39
1922-04-01,10.59
1922-05-01,10.92
1922-06-01,11.14
1922-07-01,11.11
1922-08-01,11.01
1922-09-01,11.08
1922-10-01,11.23
1922-11-01,11.12
1922-12-01,11.15
1923-01-01,11.56
1923-02-01,11.52
1923-03-01,11.28
1923-04-01,11.21
1923-05-01,11.22
1923-06-01,11.18
1923-07-01,11.2
1923-08-01,10.97
1923-09-01,10.99
1923-10-01,11.11
1923-11-01,11.17
1923-12-01,11.13
1924-01-01,11.3
1924-02-01,11.27
1924-03-01,11.28
1924-04-01,11.3
1924-05-01,11.42
1924-06-01,11.77
1924-07-01,12.11
1924-08-01,12.4
1924-09-01,12.63
1924-10-01,12.94
1924-11-01,13.08
1924-12-01,13.18
1925-01-01,13.2
1925-02-01,13.02
1925-03-01,12.87
1925-04-01,12.74
1925-05-01,12.74
1925-06-01,12.8
1925-07-01,12.92
1925-08-01,12.83
1925-09-01,12.89
1925-10-01,13.08
1925-11-01,13.18
1925-12-01,13.17
1926-01-01,13.2
1926-02-01,13.02
1926-03-01,12.92
1926-04-01,12.83
1926-05-01,12.95
1926-06-01,13.07
1926-07-01,12.96
1926-08-01,12.9
1926-09-01,13.02
1926-10-01,13.02
1926-11-01,12.94
1926-12-01,13.03
1927-01-01,13.07
1927-02-01,12.88
1927-03-01,13.03
1927-04-01,13.03
1927-05-01,13.18
1927-06-01,13.41
1927-07-01,13.31
1927-08-01,13.28
1927-09-01,13.34
1927-10-01,13.41
1927-11-01,13.7
1927-12-01,13.87
1928-01-01,13.98
1928-02-01,13.67
1928-03-01,13.58
1928-04-01,13.81
1928-05-01,13.76
1928-06-01,13.45
1928-07-01,13.25
1928-08-01,12.9
1928-09-01,13.05
1928-10-01,13.22
1928-11-01,13.37
1928-12-01,13.4
1929-01-01,13.59
1929-02-01,13.39
1929-03-01,13.29
1929-04-01,13.08
1929-05-01,12.99
1929-06-01,13
1929-07-01,13.24
1929-08-01,13.12
1929-09-01,13.18
1929-10-01,13.63
1929-11-01,14.36
1929-12-01,13.77
1930-01-01,13.22
1930-02-01,12.97
1930-03-01,13.09
1930-04-01,13.39
1930-05-01,13.39
1930-06-01,13.63
1930-07-01,13.72
1930-08-01,13.65
1930-09-01,13.62
1930-10-01,13.74
1930-11-01,13.93
1930-12-01,13.84
1931-01-01,13.76
1931-02-01,13.63
1931-03-01,13.68
1931-04-01,13.73
1931-05-01,13.69
1931-06-01,13.42
1931-07-01,13.58
1931-08-01,13.29
1931-09-01,13.14
1931-10-01,12.57
1931-11-01,12.28
1931-12-01,12.02
1932-01-01,11.59
1932-02-01,11.08
1932-03-01,10.95
1932-04-01,11.01
1932-05-01,11.13
1932-06-01,11.01
1932-07-01,10.79
1932-08-01,10.84
1932-09-01,11.14
1932-10-01,11.34
1932-11-01,11.57
1932-12-01,11.69
1933-01-01,11.9
1933-02-01,11.61
1933-03-01,9.93
1933-04-01,10.37
1933-05-01,10.98
1933-06-01,11.31
1933-07-01,11.07
1933-08-01,10.86
1933-09-01,10.96
1933-10-01,11.06
1933-11-01,11.13
1933-12-01,11.25
1934-01-01,11.58
1934-02-01,11.82
1934-03-01,12.25
1934-04-01,12.74
1934-05-01,12.92
1934-06-01,13.15
1934-07-01,13.33
1934-08-01,13.5
