"Date","OCM2A"
1967-01-01,0.0261
1967-02-01,0.0238
1967-03-01,0.0234
1967-04-01,0.0201
1967-05-01,0.0202
1967-06-01,0.0226
1967-07-01,0.0218
1967-08-01,0.0224
1967-09-01,0.0225
1967-10-01,0.0242
1967-11-01,0.0272
1967-12-01,0.0287
1968-01-01,0.0261
1968-02-01,0.0249
1968-03-01,0.0286
1968-04-01,0.0279
1968-05-01,0.0316
1968-06-01,0.032
1968-07-01,0.029
1968-08-01,0.0269
1968-09-01,0.0265
1968-10-01,0.0293
1968-11-01,0.0317
1968-12-01,0.0334
1969-01-01,0.0355
1969-02-01,0.0392
1969-03-01,0.0418
1969-04-01,0.0414
1969-05-01,0.0478
1969-06-01,0.0572
1969-07-01,0.056
1969-08-01,0.0548
1969-09-01,0.0572
1969-10-01,0.0506
1969-11-01,0.0534
1969-12-01,0.0571
1970-01-01,0.0504
1970-02-01,0.0466
1970-03-01,0.0434
1970-04-01,0.0404
1970-05-01,0.043
1970-06-01,0.0463
1970-07-01,0.0425
1970-08-01,0.0399
1970-09-01,0.0396
1970-10-01,0.0392
1970-11-01,0.0395
1970-12-01,0.0379
1971-01-01,0.0356
1971-02-01,0.0336
1971-03-01,0.0342
1971-04-01,0.0343
1971-05-01,0.0353
1971-06-01,0.0361
1971-07-01,0.0361
1971-08-01,0.0425
1971-09-01,0.0413
1971-10-01,0.0341
1971-11-01,0.0335
1971-12-01,0.0336
1972-01-01,0.0327
1972-02-01,0.0328
1972-03-01,0.0329
1972-04-01,0.0329
1972-05-01,0.0328
1972-06-01,0.0326
1972-07-01,0.0328
1972-08-01,0.0325
1972-09-01,0.0319
1972-10-01,0.0317
1972-11-01,0.0312
1972-12-01,0.0308
1973-01-01,0.0306
1973-02-01,0.046
1973-03-01,0.0431
1973-04-01,0.0451
1973-05-01,0.042
1973-06-01,0.0437
1973-07-01,0.0522
1973-08-01,0.0583
1973-09-01,0.0565
1973-10-01,0.0519
1973-11-01,0.0483
1973-12-01,0.0542
1974-01-01,0.0461
1974-02-01,0.0406
1974-03-01,0.0444
1974-04-01,0.0524
1974-05-01,0.0594
1974-06-01,0.062
1974-07-01,0.0701
1974-08-01,0.0708
1974-09-01,0.0655
1974-10-01,0.0549
1974-11-01,0.0495
1974-12-01,0.0507
1975-01-01,0.047
1975-02-01,0.046
1975-03-01,0.0449
1975-04-01,0.0455
1975-05-01,0.0462
1975-06-01,0.0457
1975-07-01,0.0452
1975-08-01,0.0455
1975-09-01,0.0456
1975-10-01,0.0456
1975-11-01,0.0453
1975-12-01,0.0452
1976-01-01,0.0443
1976-02-01,0.0432
1976-03-01,0.0424
1976-04-01,0.0413
1976-05-01,0.0408
1976-06-01,0.041
1976-07-01,0.0406
1976-08-01,0.0394
1976-09-01,0.0378
1976-10-01,0.0371
1976-11-01,0.0368
1976-12-01,0.0361
1977-01-01,0.0359
1977-02-01,0.0362
1977-03-01,0.0362
1977-04-01,0.0358
1977-05-01,0.0354
1977-06-01,0.0347
1977-07-01,0.0344
1977-08-01,0.034
1977-09-01,0.0339
1977-10-01,0.0345
1977-11-01,0.0349
1977-12-01,0.0351
1978-01-01,0.0363
1978-02-01,0.0365
1978-03-01,0.0369
1978-04-01,0.0372
1978-05-01,0.0384
1978-06-01,0.0369
1978-07-01,0.0378
1978-08-01,0.0367
1978-09-01,0.0391
1978-10-01,0.0446
1978-11-01,0.0518
1978-12-01,0.0526
1979-01-01,0.0504
1979-02-01,0.0462
1979-03-01,0.0451
1979-04-01,0.0443
1979-05-01,0.0451
1979-06-01,0.044
1979-07-01,0.0454
1979-08-01,0.0492
1979-09-01,0.0547
1979-10-01,0.0639
1979-11-01,0.0641
1979-12-01,0.0617
1980-01-01,0.06
1980-02-01,0.0653
1980-03-01,0.0791
1980-04-01,0.0762
1980-05-01,0.0605
1980-06-01,0.0546
1980-07-01,0.0529
1980-08-01,0.0532
1980-09-01,0.0524
1980-10-01,0.0562
1980-11-01,0.0692
1980-12-01,0.0917
1981-01-01,0.0876
1981-02-01,0.0697
1981-03-01,0.0615
1981-04-01,0.0647
1981-05-01,0.0793
1981-06-01,0.0816
1981-07-01,0.0847
1981-08-01,0.0757
1981-09-01,0.0721
1981-10-01,0.0674
1981-11-01,0.0619
1981-12-01,0.0693
1982-01-01,0.0685
1982-02-01,0.0635
1982-03-01,0.0639
1982-04-01,0.0638
1982-05-01,0.0646
1982-06-01,0.0671
1982-07-01,0.0653
1982-08-01,0.0703
1982-09-01,0.0707
1982-10-01,0.067
1982-11-01,0.066
1982-12-01,0.0653
1983-01-01,0.0649
1983-02-01,0.0642
1983-03-01,0.0615
1983-04-01,0.0583
1983-05-01,0.0575
1983-06-01,0.0579
1983-07-01,0.0565
1983-08-01,0.0571
1983-09-01,0.0571
1983-10-01,0.0561
1983-11-01,0.058
1983-12-01,0.0589
1984-01-01,0.0581
1984-02-01,0.0573
1984-03-01,0.0593
1984-04-01,0.0609
1984-05-01,0.0623
1984-06-01,0.0635
1984-07-01,0.0624
1984-08-01,0.0574
1984-09-01,0.0558
1984-10-01,0.0548
1984-11-01,0.0553
1984-12-01,0.0586
1985-01-01,0.0599
1985-02-01,0.0596
1985-03-01,0.0624
1985-04-01,0.062
1985-05-01,0.0615
1985-06-01,0.0582
1985-07-01,0.059
1985-08-01,0.0596
1985-09-01,0.0593
1985-10-01,0.058
1985-11-01,0.055
1985-12-01,0.0519
1986-01-01,0.0508
1986-02-01,0.0481
1986-03-01,0.0444
1986-04-01,0.0441
1986-05-01,0.0458
1986-06-01,0.0465
1986-07-01,0.0464
1986-08-01,0.0481
1986-09-01,0.0496
1986-10-01,0.0506
1986-11-01,0.0494
1986-12-01,0.0484
1987-01-01,0.0464
1987-02-01,0.0459
1987-03-01,0.0458
1987-04-01,0.049
1987-05-01,0.0516
1987-06-01,0.0511
1987-07-01,0.0517
1987-08-01,0.0531
1987-09-01,0.0561
1987-10-01,0.0574
1987-11-01,0.0545
1987-12-01,0.0549
1988-01-01,0.0533
1988-02-01,0.0506
1988-03-01,0.0505
1988-04-01,0.0533
1988-05-01,0.0537
1988-06-01,0.0528
1988-07-01,0.0529
1988-08-01,0.0524
1988-09-01,0.0492
1988-10-01,0.0446
1988-11-01,0.0442
1988-12-01,0.0445
1989-01-01,0.0436
1989-02-01,0.0452
1989-03-01,0.0489
1989-04-01,0.0459
1989-05-01,0.0414
1989-06-01,0.041
1989-07-01,0.0399
1989-08-01,0.0371
1989-09-01,0.0377
1989-10-01,0.0367
1989-11-01,0.0364
1989-12-01,0.0369
1990-01-01,0.0386
1990-02-01,0.0405
1990-03-01,0.0411
1990-04-01,0.0418
1990-05-01,0.0425
1990-06-01,0.0408
1990-07-01,0.041
1990-08-01,0.0434
1990-09-01,0.0457
1990-10-01,0.0469
1990-11-01,0.0465
1990-12-01,0.0456
1991-01-01,0.0476
1991-02-01,0.0464
1991-03-01,0.0475
1991-04-01,0.0474
1991-05-01,0.048
1991-06-01,0.0494
1991-07-01,0.0492
1991-08-01,0.048
1991-09-01,0.0478
1991-10-01,0.0489
1991-11-01,0.0506
1991-12-01,0.0515
1992-01-01,0.054
1992-02-01,0.0563
1992-03-01,0.0568
1992-04-01,0.057
1992-05-01,0.0572
1992-06-01,0.057
1992-07-01,0.057
1992-08-01,0.0564
1992-09-01,0.0571
1992-10-01,0.0598
1992-11-01,0.0609
1992-12-01,0.0596
1993-01-01,0.0586
1993-02-01,0.0565
1993-03-01,0.0549
1993-04-01,0.0551
1993-05-01,0.0561
1993-06-01,0.055
1993-07-01,0.0539
1993-08-01,0.0512
1993-09-01,0.0492
1993-10-01,0.049
1993-11-01,0.0521
1993-12-01,0.0525
1994-01-01,0.0523
1994-02-01,0.0532
1994-03-01,0.0562
1994-04-01,0.0591
1994-05-01,0.0592
1994-06-01,0.0587
1994-07-01,0.0595
1994-08-01,0.0586
1994-09-01,0.06
1994-10-01,0.061
1994-11-01,0.0609
1994-12-01,0.0579
1995-01-01,0.0569
1995-02-01,0.0541
1995-03-01,0.0524
1995-04-01,0.0513
1995-05-01,0.048
1995-06-01,0.0457
1995-07-01,0.0472
1995-08-01,0.0487
1995-09-01,0.0465
1995-10-01,0.0449
1995-11-01,0.0444
1995-12-01,0.0429
1996-01-01,0.0432
1996-02-01,0.0454
1996-03-01,0.0491
1996-04-01,0.0506
1996-05-01,0.0516
1996-06-01,0.0524
1996-07-01,0.0516
1996-08-01,0.0501
1996-09-01,0.0515
1996-10-01,0.0491
1996-11-01,0.0467
1996-12-01,0.0477
1997-01-01,0.0495
1997-02-01,0.0482
1997-03-01,0.0502
1997-04-01,0.0513
1997-05-01,0.0498
1997-06-01,0.0482
1997-07-01,0.0459
1997-08-01,0.0465
1997-09-01,0.0455
1997-10-01,0.0444
1997-11-01,0.0431
1997-12-01,0.0422
1998-01-01,0.0414
1998-02-01,0.0421
1998-03-01,0.043
1998-04-01,0.0432
1998-05-01,0.0431
1998-06-01,0.0416
1998-07-01,0.0418
1998-08-01,0.0416
1998-09-01,0.0414
1998-10-01,0.0432
1998-11-01,0.0455
1998-12-01,0.0451
1999-01-01,0.0459
1999-02-01,0.0471
1999-03-01,0.0485
1999-04-01,0.0483
1999-05-01,0.0505
1999-06-01,0.053
1999-07-01,0.0521
1999-08-01,0.0535
1999-09-01,0.0536
1999-10-01,0.0548
1999-11-01,0.0525
1999-12-01,0.0523
2000-01-01,0.0534
2000-02-01,0.0526
2000-03-01,0.0531
2000-04-01,0.0531
2000-05-01,0.0567
2000-06-01,0.0522
2000-07-01,0.051
2000-08-01,0.0502
2000-09-01,0.0509
2000-10-01,0.0508
2000-11-01,0.0501
2000-12-01,0.048
2001-01-01,0.0488
2001-02-01,0.0496
2001-03-01,0.0506
2001-04-01,0.0541
2001-05-01,0.0559
2001-06-01,0.056
2001-07-01,0.0568
2001-08-01,0.0563
2001-09-01,0.0592
2001-10-01,0.0607
2001-11-01,0.0615
2001-12-01,0.0644
2002-01-01,0.0635
2002-02-01,0.064
2002-03-01,0.066
2002-04-01,0.0653
2002-05-01,0.0658
2002-06-01,0.0647
2002-07-01,0.0644
2002-08-01,0.0621
2002-09-01,0.0607
2002-10-01,0.0638
2002-11-01,0.0636
2002-12-01,0.0627
2003-01-01,0.0621
2003-02-01,0.0598
2003-03-01,0.0591
2003-04-01,0.0585
2003-05-01,0.0545
2003-06-01,0.0532
2003-07-01,0.0575
2003-08-01,0.061
2003-09-01,0.0591
2003-10-01,0.0586
2003-11-01,0.058
2003-12-01,0.0575
2004-01-01,0.0561
2004-02-01,0.0546
2004-03-01,0.0534
2004-04-01,0.0564
2004-05-01,0.0589
2004-06-01,0.0591
2004-07-01,0.0574
2004-08-01,0.0557
2004-09-01,0.0538
2004-10-01,0.0529
2004-11-01,0.0525
2004-12-01,0.0516
2005-01-01,0.0501
2005-02-01,0.0479
2005-03-01,0.0497
2005-04-01,0.049
2005-05-01,0.0482
2005-06-01,0.0467
2005-07-01,0.0472
2005-08-01,0.0469
2005-09-01,0.0472
2005-10-01,0.0493
2005-11-01,0.0497
2005-12-01,0.0487
2006-01-01,0.0478
2006-02-01,0.0478
2006-03-01,0.0487
2006-04-01,0.0507
2006-05-01,0.051
2006-06-01,0.0511
2006-07-01,0.0505
2006-08-01,0.0486
2006-09-01,0.0474
2006-10-01,0.0473
2006-11-01,0.0471
2006-12-01,0.047
2007-01-01,0.0473
2007-02-01,0.0473
2007-03-01,0.0468
2007-04-01,0.0468
2007-05-01,0.047
2007-06-01,0.0493
2007-07-01,0.0488
2007-08-01,0.0487
2007-09-01,0.0484
2007-10-01,0.0477
2007-11-01,0.0475
2007-12-01,0.05
2008-01-01,0.0498
2008-02-01,0.055
2008-03-01,0.057
2008-04-01,0.0589
2008-05-01,0.0582
2008-06-01,0.0594
2008-07-01,0.0601
2008-08-01,0.0599
2008-09-01,0.0613
2008-10-01,0.0753
2008-11-01,0.0789
2008-12-01,0.0734
2009-01-01,0.0722
2009-02-01,0.0723
2009-03-01,0.0755
2009-04-01,0.0756
2009-05-01,0.0731
2009-06-01,0.0681
2009-07-01,0.0647
2009-08-01,0.0603
2009-09-01,0.0582
2009-10-01,0.0581
2009-11-01,0.0586
2009-12-01,0.0594
2010-01-01,0.0584
2010-02-01,0.0593
2010-03-01,0.0588
2010-04-01,0.0586
2010-05-01,0.0568
2010-06-01,0.0585
2010-07-01,0.0565
2010-08-01,0.0534
2010-09-01,0.0534
2010-10-01,0.054
2010-11-01,0.0559
2010-12-01,0.0574
2011-01-01,0.0574
2011-02-01,0.0579
2011-03-01,0.0569
2011-04-01,0.0569
2011-05-01,0.0547
2011-06-01,0.0545
2011-07-01,0.0545
2011-08-01,0.0509
2011-09-01,0.0501
2011-10-01,0.0511
2011-11-01,0.0489
2011-12-01,0.05
2012-01-01,0.0498
2012-02-01,0.049
2012-03-01,0.0498
2012-04-01,0.0494
2012-05-01,0.0483
2012-06-01,0.0478
2012-07-01,0.0465
2012-08-01,0.0469
2012-09-01,0.0463
2012-10-01,0.0439
2012-11-01,0.0433
2012-12-01,0.0443
2013-01-01,0.0453
2013-02-01,0.0463
2013-03-01,0.0463
2013-04-01,0.0439
2013-05-01,0.0452
2013-06-01,0.0495
2013-07-01,0.0507
2013-08-01,0.0516
2013-09-01,0.052
2013-10-01,0.0505
2013-11-01,0.0511
2013-12-01,0.0511
